Name,"3 potential customers in US ",Address,City,Cohort,Company Analysis,Company key,Country,Description,Duplicated,Elevator Pitch,Founder,Founding Year,Funding objective,Funding raised (euros),Industry,Last edited time,LinkedIn Profile,Linkedin Page,Logo,One Pager (pdf),P. IVA,Participants,Participants' City,Phase,Pitch Deck,Pitch Deck URL,Plan to raise capital in the US?,Program,Province,Region,"Relevant Info ",Rollup,Rollup 1,Team Size,Topic Group,Total Funding,Website,ZIP Code
Vectorlab,,,,C17 - Startup Bootcamp,,vectorlab,,"Vectorlab è una technology company che progetta strutture per rendere l’innovazione scalabile.Costruisce e governa brand verticali indipendenti, ciascuno con una propria identità, mercato e logica di business, supportati da framework replicabili e una governance centrale.L’azienda opera su tecnologie avanzate come AI, real-time 3D, XR e software engineering, combinando ricerca, sviluppo e prodotto.",No,,,2022,,,,"February 4, 2026 11:01 AM",,,,,02830460990,,,1,,,,Startup Bootcamp,,Liguria,,,,,,"€500,000.00",https://www.vectorlab-cg.com/,
Vepartment,,,,C17 - Startup Bootcamp,,vepartment,,"Vepartment is an AI platform for fashion and creative SMEs to automate branding and sustainability tasks using virtual departments of specialized AI agents. Our marketplace connects businesses with ready-to-use or custom agents created by experts. Through a subscription model, we offer scalable, cost-effective solutions for complex workflows. Backed by STYLEIT, we’re enabling real-world adoption of intelligent agent ecosystems.",No,,,2025,,,,"February 4, 2026 10:59 AM",,,,,IT14277440963,,,1,,,,Startup Bootcamp,,Lombardy,,,,,,,https://vepartment.com,
Wisepath,,,,C17 - Startup Bootcamp,,wisepath,,"Wisepath is an online service (SaaS) that measures and trains soft skills using commercial video games. Our goal is to enable companies and schools to measure and improve soft skills of employees and students in a quick, scalable, and accurate way. We offer access to charts, maps, and tables which summarize the proficiency in 16 soft skills. We are the first to have developed an AI system capable of analyzing video game data. Currently we are in 3 schools, 1 company, and 4 distribution partners",No,,,2022,,,,"February 4, 2026 11:01 AM",,,,,92-0234707,,,1,,,,Startup Bootcamp,,Piedmont,,,,,,"€68,338.00",https://www.wisepath.ai,
SatEnlight,,,,C17 - Startup Bootcamp,,satenlight,,"SatEnlight is transforming satellite communications with optical vortex technology for faster, high-capacity connectivity. We improve Satellite connectivity, enhancing existing systems. Our customers include SatCom providers, and ground station producers. We offer services that enable multichannel communication, faster data transmission, and secure, sustainable connections. Our patented solution delivers unmatched performance. Looking for new investments, we’re set for an IOD by the end of 2028",No,,,2025,,,,"February 4, 2026 11:06 AM",,,,,14301770963,,,1-No,,,,Startup Bootcamp,,Lombardy,,,,,,,https://satenlight.com/,
Agrimachine Green Evolution srl,,,,C17 - Startup Bootcamp,,agrimachinegreenevolutionsrl,,"AGE srl is a start-up focused on ecological weeding systems. We aim to solve problems related to the use of chemicals for municipalities, farmers etc. We offer a system distinguished by a patented, natural additive improving the steam performance with effective results without the side effects linked to chemicals. Steam at 140°C, with our additive, acts as restorative with a pesticide and fungicide action.The additive is to be used with our specific machines, guaranteeing effective weed control.",No,,,2018,,,,"February 4, 2026 11:06 AM",,,,,03767310927,,,1-No,,,,Startup Bootcamp,,Sardinia,,,,,,"€208,387.00",https://www.herbeeside.com,
Pharmajea,,,,C17 - Startup Bootcamp,,pharmajea,,"Pharmajea is an innovative biotech beauty startup focused on preventing and reversing hair aging: greying and loss. Restor natural pigmentation by targeting biological pathways involved in melanocyte decline, while also supporting stronger and denser hair. Formula patent pending with encapsulated biotech and natural actives for deeper delivery and long-lasting results. Made in Italy and sustainible. In 2025, Pharmajea (formerly Tricopharma) was selected for the INNOVIT Longevity Phase 1 program.",No,,,2026,,,,"February 4, 2026 11:06 AM",,,,,"The company will be opened in January 2026 (pending the outcome of a grant) , of course will be based in Italy",,,1-No,,,,Startup Bootcamp,,Sicily,,,,,,,https://pharmajea.com,
Revelio,,,,C17 - Startup Bootcamp,,revelio,,Revelio is the app that helps readers preserve the value a book has given them and share it with like-minded people,No,,,2025,,,,"February 4, 2026 11:06 AM",,,,,03068190648,,,1-No,,,,Startup Bootcamp,,Campania,,,,,,,https://reveliobooks.com/,
NIB biotec,,,,C17 - Startup Bootcamp,,nibbiotec,,"NIB biotec is a SME that develops in vitro diagnostic devices for prostate cancer. We aim to solve the lack of accurate diagnostic tests for all men between 40-80 years of age. We offer optimized point-of-care urine tests distinguished by high specificity, portability, low cost, real-time results. Our revenue comes from direct selling of the product to the costumers (private clinics, urologists...). Currently, we have launched two prospective studies in the Piedmont region (Italy).",No,,,2017,,,,"February 4, 2026 11:06 AM",,,,,,,,1-No,,,,Startup Bootcamp,,,,,,,,,https://www.nibbiotec.com/,
Vertalis,,,,C17 - Startup Bootcamp,,vertalis,,Your AI-powered digital backbone unleashing manufacturing data power for instant strategic decisions.,No,,,2025,,,,"February 4, 2026 11:06 AM",,,,,14313550965,,,1-No,,,,Startup Bootcamp,,Lombardy,,,,,,,https://www.vertalis.ai/,
MADE IN ITALY -Ai- MARKETPLACE s.r.l.,,,,C17 - Startup Bootcamp,,madeinitaly-ai-marketplaces.r.l.,,"MADE IN ITALY MARKETPLACE is a e-commerce B2C & B2B shopping mall that is empowered with Ai from onboarding Italian Producers and developing in multilingual and multimodal the storytelling of their USP, and train Ai virtual shopping assistants to promote and sell their goods online and through socials and much more as AR and virtual fitting. We aim to solve the fake made in Italy problem and give buyers from around the world a guaranteed gateway to Italian goods directly from the producers",No,,,2023,,,,"February 4, 2026 11:06 AM",,,,,IT06216180650,,,1-No,,,,Startup Bootcamp,,Campania,,,,,,,https://www.madeinitaly-marketplace.com,
Imdea,,,,C17 - Startup Bootcamp,,imdea,,"**SocialStation is an EdTech and AI company** that designs cooperative AI environments combining patented physical totems and the Thinks4 software platform. We solve digital isolation and cognitive overload caused by passive, individual-centered technologies, especially in education, training and performance-driven contexts. Our target customers include schools, universities, SMEs, startups and sport organizations. We offer SocialStation as a modular hardware solution and Thinks4 as a cooperativ",No,,,1984,,,,"February 4, 2026 11:06 AM",,,,,10098631210,,,1-No,,,,Startup Bootcamp,,Campania,,,,,,"€50,000.00",https://www.pensain4.com/,
Tangible Tech S.r.l.,,,,C17 - Startup Bootcamp,,tangibletechs.r.l.,,"Tangible Tech develops human-machine interfaces with generative AI to make technology accessible to non-expert users in buildings and industrial environments. Our solution simplifies interaction with devices, even legacy ones, translating human intents into device-level commands. We offer our devices to building automation companies and machinery manufacturers. Revenue comes from B2B licensing and integration services. Currently, we are validating prototypes with early partners.",No,,,2025,,,,"February 4, 2026 11:06 AM",,,,,IT13299830011,,,1-No,,,,Startup Bootcamp,,Piedmont,,,,,,,https://www.tangibletech.eu,
VineTech,,,,C17 - Startup Bootcamp,,vinetech,,"Vinetech builds a universal Digital Twin for liquids across production and bulk transport, turning real-time sensing and context into integrity KPIs, predictions, and actionable recommendations with audit-ready reports. We solve quality variability, degradation risk, fraud exposure, and logistics disputes for QA/QC, Operations, R&D, and Supply Chain teams in beverage, premium oils/ingredients, cosmetics, and specialty chemicals.",No,,,2026,,,,"February 4, 2026 11:06 AM",,,,,n/a,,,1-No,,,,Startup Bootcamp,,Veneto,,,,,,,https://www.vinetech.it,
Infinity Electric Energy Srl.,,,,C17 - Startup Bootcamp,,infinityelectricenergysrl.,,"My PMI is an EX innovative startup, focused on R&D of renewable energy and sustainable mobility, efficiency and energy storage. Our patented solutions, such as the multifunctional toroidal electric generator, guarantee energy from any pressurized fluid and pumping of high-pressure fluids with efficiency greater than 99%. Revenues come from licenses, partnerships and international patent sales, we have won important awards and we are trying to participate in the European Green Deal tenders.",No,,,2017,,,,"February 4, 2026 11:06 AM",,,,,10015140964,,,1-No,,,,Startup Bootcamp,,Lombardy,,,,,,"€4,080.00",https://www.infinityelectricenergy.it,
Real Target,,,,C17 - Startup Bootcamp,,realtarget,,"Real Target is a revolutionary entertainment company offering immersive, thrilling gaming experiences. We address the lack of exciting, socially interactive entertainment. Our target includes gamers, families, and tech enthusiasts. Players battle advanced robotic opponents in state-of-the-art arenas.  We generate revenue from ticket sales, a themed bar and restaurant, and merchandise. We have a fully functional prototype and have validated our problem-solution approach",No,,,2025,,,,"February 4, 2026 11:06 AM",,,,,13165000962,,,1-No,,,,Startup Bootcamp,,Lombardy,,,,,,,https://realtarget.space/,
SANTELMO S.r.l.,,,,C17 - Startup Bootcamp,,santelmos.r.l.,,"SANTELMO is a deep-cleantech energy company replacing diesel generators with zero-emission fuel-cell systems powered by green methanol. We eliminate noise, fumes, and inefficiency in marine and off-grid power. Our product, the NANO, is a compact plug-and-play generator that delivers silent, clean, and reliable electricity with predictable fuel costs. No other solution combines methanol, fuel cells, and modularity in a ready-to-install format. We sell modular units and service plans.",No,,,2021,,,,"February 4, 2026 11:06 AM",,,,,11842420967,,,1-No,,,,Startup Bootcamp,,Trentino-South Tyrol,,,,,,,https://www.thesantelmo.com,
ELEVATE S.R.L.,,,,C17 - Startup Bootcamp,,elevates.r.l.,,"Elevate has developed Cooshino, an adaptive smart system that secures luggage contents and transforms every trip into data value. Designed for frequent travelers and luggage brands, it combines inflatable cells, IoT sensors, and AI-driven analytics. Revenue streams span product sales, licensing, data monetization, and cargo solutions. With patents filed and a working prototype, Cooshino is positioned to scale globally with exponential growth potential.",No,,,2024,,,,"February 4, 2026 11:06 AM",,,,,04156900369,,,1-No,,,,Startup Bootcamp,,Emilia-Romagna,,,,,,,https://cooshino.com/,
WaveLAB,,,,C17 - Startup Bootcamp,,wavelab,,"WaveLAB builds the ""hypervisor for EV charging"", an open platform transforming stations into intelligent hubs. We help CPOs overcome fragmentation and low margins. Our WaveLAB Station (edge AI) and Marketplace provide a unique, hardware-agnostic architecture enabling any app on any station. Revenue comes from hardware, subscriptions, and commissions. Traction includes a live PoC with a major CPO, TRL 6 technology, and secured grants.",No,,,2024,,,,"February 4, 2026 11:06 AM",,,,,03275880213,,,1-No,,,,Startup Bootcamp,,Trentino-South Tyrol,,,,,,,https://wavelab.space,
Vanto Collaborative Robotic Systems Ltd,,,,C17 - Startup Bootcamp,,vantocollaborativeroboticsystemsltd,,"Vanto provides autonomous robotic tractors as-a-service for large vineyards. Our fleets handle soil and canopy management, solving labor shortages while cutting Opex by 30% and emissions. It’s a rental subscription with multi-season contracts. We’ve raised 7 FnF rounds for a total of 133K€, built our first prototype, logged 130 km in the field, and have 13 inbound demo requests from Italian vineyards.",No,,,2025,,,,"February 4, 2026 11:06 AM",,,,,Non ancora disponibile,,,1-No,,,,Startup Bootcamp,,Latium,,,,,,,https://www.vanto.ai/,
Free Eat,,,,C17 - Startup Bootcamp,,freeeat,,Free Eat is the first free-from eco system where all top quality free-from businesses can digitalize their business and connect with different clients (private or business) taking care of production only and delegating commercial and operative themes.,No,,,2025,,,,"February 4, 2026 11:06 AM",,,,,04837290164,,,1-No,,,,Startup Bootcamp,,Lombardy,,,,,,,https://www.freeeat.it/,
B&Y s.r.l.,,,,C17 - Startup Bootcamp,,b&ys.r.l.,,"B&Y is a materials innovation company transforming marble and stone waste into sustainable, 3D-printable composites. We solve industrial waste and low-impact construction needs for architects, designers, and builders. We offer ready-to-print mixes and custom fabrication, distinguished by circularity and performance. Revenue comes from material sales and B2B services. We have validated mixes and produced functional prototypes.",No,,,2022,,,,"February 4, 2026 11:06 AM",,,,,08736960728,,,1-No,,,,Startup Bootcamp,,Apulia,,,,,,,https://www.bnysrl.it,
Loudrights,,,,C17 - Startup Bootcamp,,loudrights,,"LoudRights is a music collaboration platform empowering independent musicians to cre- ate, collaborate and protect their rights us- ing blockchain technology. Empowering its user to donate part of their rights directly to climate projects.",No,,,2024,,,,"February 4, 2026 11:06 AM",,,,,01410460321,,,1-No,,,,Startup Bootcamp,,Abruzzo,,,,,,,https://www.loudrights.com,
Victor - Hart™️,,,,C17 - Startup Bootcamp,,victor-hart™️,,"victor-hart is a fashion brand which specialises in unisex clothes with influence of sculpture, architecture, poetry, and military tailoring with made in italy craftsmanship",No,,,2022,,,,"February 4, 2026 11:07 AM",,,,,03988691204,,,1-No,,,,Startup Bootcamp,,Emilia-Romagna,,,,,,"€35,000.00",https://victor-hart.com/,
Myra Lab,,,,C17 - Startup Bootcamp,,myralab,,"Words to Touch is an inclusive Braille learning system designed to help children with visual impairments develop literacy and autonomy. It combines a modular tactile kit and a companion app with audio feedback, offering a guided pathway that supports independent learning and helps teachers and families. The system is grounded in multisensory learning and learning sciences, validated through over 1,600 training hours, a patented prototype and won third place a Donna Lavoro Eurointerim Award.",No,,,2024,,,,"February 4, 2026 11:06 AM",,,,,13520510960,,,1-No,,,,Startup Bootcamp,,Lombardy,,,,,,,https://myra-lab.com/,
Pathlo,,,,C17 - Startup Bootcamp,,pathlo,,"Pathlo is an AI-powered career guidance platform helping teens gain clarity on their future. We solve career uncertainty created by static, impersonal and outdated tools in a fast-moving world. Through a gamified conversational experience, Pathlo asks smart (follow-up) questions to understand users’ interests, strengths and goals, delivering personalized career, study and internship suggestions. We monetize via premium features and curated uni/internship/job matches. MVP built and pilot-ready.",No,,,2026,,,,"February 4, 2026 11:06 AM",,,,,we are not registered yet,,,1-No,,,,Startup Bootcamp,,Trentino-South Tyrol,,,,,,,https://pathlo.framer.website/,
doloweex,,,,C17 - Startup Bootcamp,,doloweex,,"Doloweex is a travel-tech marketplace that simplifies holiday planning in the Dolomites. We solve the fragmentation of local offerings by allowing target customers (tourists and outdoor enthusiasts) to book accommodations, professional guides, and mobility services in a single, integrated cart. We sell a seamless booking experience distinguished by a unique multi-vendor checkout and proximity-based cross-selling. Our revenue comes from a commission-based model (10-15%) on every transaction.",No,,,2026,,,,"February 4, 2026 11:06 AM",,,,,02823150228,,,1-No,,,,Startup Bootcamp,,Trentino-South Tyrol,,,,,,,https://doloweex.eu,
Fortuny-Caramba,,,,C17 - Startup Bootcamp,,fortuny-caramba,,"Io nn ho al momento nessuna impresa, nè start up, ( Avon è la compagnia per cui lavoravo) la mia idea è un capo di abbigliamento, un mantello reversibile costituito da un lato neoprene e dall'altro tessuto qualsivoglia, legati da una cerniera. Soddisfa il bisogno di coprirsi, ma ancora di più soddisfa il proprio benessere interiore come deve fare un capo di abbigliamento. Al momento sono in un momento di stallo, visto il quadro internazionale.",No,,,2017,,,,"February 4, 2026 11:06 AM",,,,,0,,,1-No,,,,Startup Bootcamp,,Friuli-Venezia Giulia,,,,,,,https://www.avon,
HELYRA,,,,C17 - Startup Bootcamp,,helyra,,"HELYRA is a life sciences innovation startup connecting excellent MedTech, Biotech, and biomedical research with real-world impact. We address the challenge of translating complex scientific results beyond academia for researchers, consortia, and biotech startups. We provide integrated advisory services and AI-enabled tools that align strategy, dissemination, and impact design, driven by a founder-led, science-native communication approach.",No,,,2025,,,,"February 4, 2026 11:06 AM",,,,,18307051005,,,1-No,,,,Startup Bootcamp,,Latium,,,,,,,https://www.helyra.eu,
farmeo,,,,C17 - Startup Bootcamp,,farmeo,,"Farmeo is a fintech marketplace connecting farmers and wholesalers, solving inefficiencies in sourcing, payments, and transparency. Using drone-based yield estimation and a BNPL model, we ensure instant payments for farmers and financial flexibility for wholesalers. Revenue comes from transaction fees, data services, and subscriptions.",No,,,2022,,,,"February 4, 2026 11:06 AM",,,,,08687050727,,,1-No,,,,Startup Bootcamp,,Apulia,,,,,,,https://www.farmeo.it,
HUDI,,,,C17 - Startup Bootcamp,,hudi,,"HUDI is a p2p protocol & ecosystem that empowers users to own, control and monetize their data. We aim to solve the access to the data markets for crypto users. We offer a Data Wallet (dApp and Browser Extension)that allows users to store, manage and monetise their data, distinguished by the way we store data: locally, encrypted and p2p. Our revenue comes from the data transactions that happens on the protocol and ecosystem. Currently, we have 350k total users and 2k daily active users",No,,,2019,,,,"February 4, 2026 11:06 AM",,,,,,,,1-No,,,,Startup Bootcamp,,Latium,,,,,,,https://www.humandataincome.com,
ARCA Dynamics,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,arcadynamics,,"ARCA Dynamics is an Italian space company providing space-based Space Surveillance and Tracking (SST) services. We address the lack of strategic information on uncooperative objects by delivering high-frequency, near-real-time orbital data from space, complementing ground-based systems. Our customers include satellite operators, institutional stakeholders. We sell SST data through subscription and service-based models, with an operational TRL 9 service already used by institutional costumers.",No,,Marco Moriani,,,,,"March 11, 2026 9:30 AM",,,,,,Marco Moriani (https://www.notion.so/Marco-Moriani-31b65d57c009800784b3d23ebadfabac?pvs=21),,2-No SF,"https://api.typeform.com/responses/files/c6d0f45fb51732c3e45f85721fad2ca3154b3978f8c766f6596daa046a82a20b/Innovit___ARCA_Dynamics.pptx.pdf, https://youtu.be/1hyirTYrtCQ",,,SMEs Traction,,,,Marco Moriani,https://www.linkedin.com/in/marco-moriani/,,,,https://www.arcadynamics.space,
TSD Space – Techno System Developments Srl,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,tsdspace–technosystemdevelopmentssrl,,"TSD-Space is an Italian space-tech SME (founded 1977) that designs and manufactures space-qualified imaging systems and onboard data-handling electronics for spacecraft. We enable efficient onboard acquisition, compression, storage, and processing under strict SWaP and downlink constraints. We sell configurable imaging payloads and processing units built on proprietary modular technology. Traction: 450,000+ hours of successful space flight, including LEO and deep-space missions.",No,,"Vincenzo Capuano,Francesco Capuano",,,,,"March 6, 2026 11:56 AM",,,,,,"Vincenzo Capuano (https://www.notion.so/Vincenzo-Capuano-31b65d57c00980a2904dfee25e45f51d?pvs=21), Francesco Capuano (https://www.notion.so/Francesco-Capuano-31b65d57c00980788f85ed4184d95ce2?pvs=21)",,2-SF,"https://api.typeform.com/responses/files/e8e3a6fbd80de68c4e624b3ef02aa195835c7d8, https://tsdspacecompany-my.sharepoint.com/:v:/g/personal/fcapuano_tsd-space_it/I",,,SMEs Traction,,,,"Vincenzo Capuano,Francesco Capuano","https://www.linkedin.com/in/vincenzo-capuano-16196b80/,https://www.linkedin.com/in/fcapuano/",,,,https://www.tsd-space.it/,
TUC.technology,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,tuc.technology,,"UC.technology è un’innovazione brevettata a livello internazionale in oltre 140 paesi che rappresenta l’80% della produzione mondiale di veicoli, velivoli e natanti, un connettore plug&play universale per collegare qualsiasi dispositivo. Il Connettore è parte di una rete che attraverso un unico cavo e un brain che gestisce software centrale e firmware di ogni periferica, permette la modularità e aggiornamento tecnologico durante il ciclo di vita del mezzo.",No,,"Ludovico Campana,Carlotta Maestripieri",,,,,"March 6, 2026 11:57 AM",,,,,,"Ludovico Campana (https://www.notion.so/Ludovico-Campana-31b65d57c0098099b307d79809da1dcf?pvs=21), Carlotta Maestripieri (https://www.notion.so/Carlotta-Maestripieri-31b65d57c00980eabc80f9901f7b78b1?pvs=21)",,2-SF,https://api.typeform.com/responses/files/d7f4d0e1359fa4f7d5c448d92ab92b4e6b229c9d7fc620eeb91292a13134ece5/TUC_Aerospace_min.pdf,,,SMEs Traction,,,,"Ludovico Campana,Carlotta Maestripieri","https://www.linkedin.com/in/ludovicocampana/,https://www.linkedin.com/in/carlotta-maestripieri-3a7662a8/",,,,https://tuc.technology,
Cshark srl,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,csharksrl,,"CSHARK was born in 2018 and today is a leading provider for IoT device management and machine-to-machinesatellite communication fully integrated into a unique software in the market. Our solutions have been implementedin several industries such as gas/oil pipelines, railway networks, greenhouse and vertical farms, smart cities or logisticsfor smart monitoring and risk prevention leveraging intrinsic companies’ capabilities through an industry 4.0 approach.",No,,"Franco Maria Di Russo,Alessandro Fanni",,,,,"March 6, 2026 11:55 AM",,,,,,"Franco Maria Di Russo (https://www.notion.so/Franco-Maria-Di-Russo-31b65d57c009809a8934cc79840addb5?pvs=21), Alessandro Fanni (https://www.notion.so/Alessandro-Fanni-31b65d57c00980ed8576d3517fed051a?pvs=21)",,2-SF,https://api.typeform.com/responses/files/c079bf5d54538073437c9d8739a0709758ec7fc7e3eada88c25f6e80abf7d165/Company_Profile_ENG_Versione_compressa_compressed.pdf,,,SMEs Traction,,,,"Franco Maria Di Russo,Alessandro Fanni","https://www.linkedin.com/in/franco-maria-di-russo/,https://www.linkedin.com/in/alessandro-fanni/",,,,https://www.cshark.it/,
AREA SpA,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,areaspa,,"Founded in 1996, AREA has always been focused on the development of technological solutions, and over the years has never abandoned its strong commitment to progress and innovation.Immediately after its founding, AREA addressed the specific and sensitive needs of technical support for investigations, which would influence the company's development, highlighting the need for confidentiality and security as the cornerstone of its expansion, alongside a focus on technological evolution.",No,,"Sacha Bianchi,Andrea Formenti",,,,,"March 5, 2026 9:53 PM",,,,,,"Sacha Bianchi (https://www.notion.so/Sacha-Bianchi-31b65d57c00980bfb099e63c0836d988?pvs=21), Andrea Formenti (https://www.notion.so/Andrea-Formenti-31b65d57c00980fd9168c4244098d595?pvs=21)",,2-SF,,,,SMEs Traction,,,,"Sacha Bianchi,Andrea Formenti","https://www.linkedin.com/in/sachabianchi,https://www.linkedin.com/company/area",,,,https://www.area.it,
Xplora Srl,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,xplorasrl,,"Xplora develops dual-use technologies for subsurface analysis, combining AI and sensor fusion in integrated systems for threat detection and digital mapping. Its platforms—RMDS® for defense and DeepGeo® for civil use—are interoperable with military and civilian standards. Used by Leonardo, Italgas, the US Army. Xplora’s solutions enable fast, safe, and objective data for UXO clearance, infrastructure monitoring, and archaeological prevention, reducing costs and risks through fully automated ops.",No,,Eric Larsen,,,,,"March 6, 2026 11:57 AM",,,,,,Eric Larsen (https://www.notion.so/Eric-Larsen-31b65d57c00980f3b5bcd7b7216ebe70?pvs=21),,2-SF,"https://api.typeform.com/responses/files/4e577fd9cebec3b11d83bd8ea8ae800a98b08c760aae84840fe5dbcea4af7bb4/PITCH___XPL_UV_1__compressed.pdf, https://www.canva.com/design/DAG5t87YZ74/WMVRVRHyOQvkzjTCkfG7BQ/view?utm_content=DAG5t87YZ74&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=h6413d9c559",,,SMEs Traction,,,,Eric Larsen,https://www.linkedin.com/in/ericlarsen1989/,,,,https://xploragroup.ai/,
Cyberwave,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,cyberwave,,"Cyberwave is an AI platform that orchestrates and governs heterogeneous robotic and autonomous systems across contested, safety-critical environments. Cyberwave reduces integration time and operational risk while increasing mission readiness and interoperability.",No,,"Vittorio Banfi,Stefan Kojouharov,Simone Di Somma",,,,,"March 6, 2026 11:55 AM",,,,,,"Vittorio Banfi (https://www.notion.so/Vittorio-Banfi-31b65d57c00980469465e2cf1b07c5a6?pvs=21), Stefan Kojouharov (https://www.notion.so/Stefan-Kojouharov-32c65d57c00980f6bd2ed36bafa2629e?pvs=21), Simone Di Somma (https://www.notion.so/Simone-Di-Somma-31b65d57c009801db95be1fece5aa991?pvs=21)","SF, USA",2-SF,"https://api.typeform.com/responses/files/9518c43769cbda5864f7518afd9071c54218fb5, https://drive.google.com/file/d/1fIb2GizCN5rVKTUqBQZlLmcWwjMQOgQU/view",,,SMEs Traction,,,,"Vittorio Banfi,Stefan Kojouharov,Simone Di Somma","https://linkedin.com/in/vittorio-banfi-970a2040?originalSubdomain=it,https://www.linkedin.com/in/simonedisomma/",,,,https://cyberwave.com,
Daidalos,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,daidalos,,Daidalos develops hardware AI accelerator for chipmakers. We target space and embedded applications,No,,"Jonathan Bizzi,Francesca Cavazzoni",,,,,"March 6, 2026 11:56 AM",,,,,,"Jonathan Bizzi (https://www.notion.so/Jonathan-Bizzi-31b65d57c009801ea9caf4f2cae2e5af?pvs=21), Francesca Cavazzoni (https://www.notion.so/Francesca-Cavazzoni-31b65d57c00980539850c6e7b5cca685?pvs=21)",,2-SF,"https://api.typeform.com/responses/files/f20ba0ba3e9b4d24e4659d49aef84e081fbc35cfda9cb685421c28c4a40da0dc/deck_Daidalos.pdf, https://youtu.be/ypYSvMRgDUA",,,SMEs Traction,,,,"Jonathan Bizzi,Francesca Cavazzoni","https://it.linkedin.com/in/jonathan-bizzi-9b4b08176,https://it.linkedin.com/in/francesca-cavazzoni-75013187",,,,https://www.daidalos.it/,
VersoSat,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,versosat,,"VersoSat is a startup that has designed a telecommunications system enabling satellites to transmit large amounts of data from space to ground at high speed and at any time - without needing to wait for ground station visibility. We aim to solve the latency issue all satellites suffer for satellite operators who need real-time download. We offer a radio module, distinguished by dynamic SATCOM access. Our revenue comes from the sale of the radio module. Currently, we have 3 Letters of Intent.",No,,,,,,,"March 6, 2026 11:23 AM",,,,,,,,2-No SF,,,,SMEs Traction,,,,,,,,,https://versosat.com,
VectorLab,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,vectorlab,,"Vectorlab è una technology company che progetta strutture per rendere l’innovazione scalabile.Costruisce e governa brand verticali indipendenti, ciascuno con una propria identità, mercato e logica di business, supportati da framework replicabili e una governance centrale.L’azienda opera su tecnologie avanzate come AI, real-time 3D, XR e software engineering, combinando ricerca, sviluppo e prodotto.",No,,,,,,,"February 24, 2026 6:15 PM",,,,,,,,2-No SF,,,,SMEs Traction,,,,,,,,,https://www.vectorlab-cg.com/,
Vector Robotics,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,vectorrobotics,,"VectorRobotics is a startup developing solar-powered UAVs for ultra-long endurance missions. Our flagship product, FireHound, is the world’s first micro drone for autonomous wildfire early detection, capable of flying up to 16 hours and scanning 510 hectares per hour. We help civil protection agencies and environmental authorities monitor vast areas silently and cost-effectively, preventing ecological and economic damage.",No,,Gabriele Giorgini,,,,,"March 6, 2026 11:57 AM",,,,,,Gabriele Giorgini (https://www.notion.so/Gabriele-Giorgini-31b65d57c009804fa157fd45506448a2?pvs=21),,2-SF,"https://api.typeform.com/responses/files/f3149e76cdd5dcc26a53ccdec4c2249e47a9ffd791372ff17468cb7470bfdd26/20250806_Innovit.pdf, https://youtu.be/UjBc5z4pW_Q",,,SMEs Traction,,,,Gabriele Giorgini,https://www.linkedin.com/in/gabriele-giorgini-a97b1138/,,,,https://vector-robotics.space,
SatEnlight,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,satenlight,,"SatEnlight is transforming satellite communications with optical vortex technology for faster, high-capacity connectivity. We improve Satellite connectivity, enhancing existing systems. Our customers include SatCom providers, and ground station producers. We offer services that enable multichannel communication, faster data transmission, and secure, sustainable connections. Our patented solution delivers unmatched performance. Looking for new investments, we’re set for an IOD by the end of 2028",No,,,,,,,"March 6, 2026 11:23 AM",,,,,,,,2-No SF,,,,SMEs Traction,,,,,,,,,https://satenlight.com/,
SVP,,,,C18_19- DefenceTech / Quantum / Cybersecurity,,svp,,"SVP Industries is a defense and aerospace startup that develops low‑cost, modular counter‑drone systems to restore a sustainable cost‑per‑kill against mass‑produced UAS threats. It addresses the economic asymmetry where cheap FPV and loitering drones can overwhelm expensive legacy air‑defense assets, threatening both military operations and critical infrastructure. Target customers are European defense forces, border security agencies, and operators of critical infrastructure such as airports.",No,,Carlo Giovanni Ferro,,,,,"March 6, 2026 11:56 AM",,,,,,Carlo Giovanni Ferro (https://www.notion.so/Carlo-Giovanni-Ferro-31b65d57c0098091b478c6fc037bd778?pvs=21),,2-SF,https://api.typeform.com/responses/files/b3a9272c9e9b3fbd50103836264184fe69d0c9cb36d013ef1c0adbfccc9a47c9/Slide_Deck.pdf,,,SMEs Traction,,,,Carlo Giovanni Ferro,https://www.linkedin.com/in/carlo-giovanni-ferro-3a607151/,,,,https://www.svp-industries.com/,
